ID_pedido,años_experiencia_colaborador,clasificacion_colaborador,latitud_tienda,longitud_tienda,latitud_entrega,longitud_entrega,fecha_pedido,hora_pedido,hora_retirada,clima,trafico,vehiculo,area,categoria_producto,tiempo_entrega
yojk229064932,12,4.0,22.745536,75.893106,22.855536,76.003106,2022-03-29,18:10:00,18:25:00,Nublado,Medio,Scooter,Metropolitano,,170
vmrv350858020,14,4.8,12.326356,76.619103,12.386356,76.679103,2022-03-03,21:35:00,21:45:00,Tormenta,Congestion,Motocicleta,,,75
tyjv989612523,17,4.9,19.091458,72.827808,19.101458,72.837808,2022-03-05,08:10:00,08:25:00,Tormenta,Bajo,Motocicleta,Metropolitano,Juguetes,60
ogib793430920,12,4.6,22.311358,73.164798,22.401358,73.254798,2022-03-31,22:55:00,23:10:00,Lluvioso,Bajo,Scooter,Urbano,Cosméticos,130
yxpj985482348,17,4.9,17.430448,78.418213,17.450448,78.438213,2022-03-05,09:35:00,09:40:00,,Bajo,Motocicleta,Metropolitano,,110
jygg410487154,14,4.7,21.149669,72.772629,21.279669,72.902629,2022-04-04,22:55:00,23:00:00,,Bajo,Motocicleta,Urbano,,85
xvld886197825,7,4.1,13.022394,80.242439,13.062394,80.282439,2022-03-09,13:40:00,13:55:00,Nublado,Alto,Motocicleta,Metropolitano,,160
zxvj052086274,15,4.9,23.184992,77.417227,23.214992,77.447227,2022-02-13,23:35:00,23:40:00,Soleado,Bajo,Motocicleta,Metropolitano,Cosméticos,115
tosw283118122,7,4.8,30.342509,78.061187,30.362509,78.081187,2022-02-11,09:35:00,09:50:00,Lluvioso,Bajo,Motocicleta,Metropolitano,Cosméticos,120
rpct231288757,12,4.6,17.440827,78.393391,17.450827,78.403391,2022-04-03,09:00:00,09:15:00,,Bajo,Motocicleta,Metropolitano,,115
zzqf860928629,12,4.9,22.551084,88.354127,22.631084,88.434127,2022-02-18,17:10:00,17:25:00,Lluvioso,Medio,Motocicleta,Metropolitano,,130
hhsh454725855,17,4.9,21.186608,72.794136,21.196608,72.804136,2022-03-30,09:30:00,09:45:00,Soleado,Bajo,Scooter,Metropolitano,Electrónicos,80
ypeo870562013,15,5.0,12.933284,77.615428,13.003284,77.685428,2022-03-14,23:40:00,23:45:00,,Bajo,Motocicleta,Urbano,,115
kzwy082574092,10,4.6,11.021278,76.995017,11.151278,77.125017,2022-03-08,22:55:00,23:10:00,Soleado,Bajo,Motocicleta,Urbano,Deportes,100
zexy153264880,12,4.9,26.90519,75.810753,26.97519,75.880753,2022-03-02,17:30:00,17:35:00,Soleado,Medio,Scooter,Metropolitano,,145
pfby842976999,13,4.8,26.913726,75.75282,26.983726,75.82282,2022-03-18,17:15:00,17:25:00,Soleado,Medio,Scooter,Urbano,Libros,60
jmjn116240089,13,4.0,26.911927,75.797282,26.981927,75.867282,2022-04-06,20:25:00,20:35:00,,Congestion,Scooter,Metropolitano,Juguetes,185
unwz609698464,9,4.1,11.001852,76.976268,11.111852,77.086268,2022-03-14,21:10:00,21:15:00,Soleado,Congestion,Scooter,Metropolitano,Electrónicos,170
kdmf215395396,15,4.6,19.876219,75.346017,19.956219,75.426017,2022-02-16,23:25:00,23:40:00,Soleado,Bajo,Motocicleta,Metropolitano,,100
eywe784726899,12,4.5,17.410371,78.437225,17.460371,78.487225,2022-03-30,23:15:00,23:30:00,Soleado,Bajo,Motocicleta,Urbano,,55
duzf504414566,8,4.5,23.353783,85.326967,23.423783,85.396967,2022-03-08,19:25:00,19:35:00,Lluvioso,Congestion,Motocicleta,Metropolitano,,125
diis051997798,16,4.6,12.299524,76.64262,12.329524,76.67262,2022-04-05,22:30:00,22:40:00,,Bajo,Motocicleta,Metropolitano,,95
ailz309468070,8,5.0,11.008638,76.984311,11.138638,77.114311,2022-03-02,23:50:00,00:00:00,Tormenta,Bajo,Scooter,Metropolitano,,135
qvor074638300,16,4.8,12.914264,77.6784,12.974264,77.7384,2022-03-11,19:35:00,19:45:00,,Congestion,Motocicleta,Metropolitano,,21
rgqd640194289,11,4.8,17.422819,78.449578,17.492819,78.519578,2022-03-14,23:55:00,00:05:00,Tormenta,Bajo,Motocicleta,Metropolitano,,75
wetq458123493,12,4.6,12.975377,77.696664,13.005377,77.726664,2022-03-30,23:15:00,23:25:00,,Bajo,Scooter,Metropolitano,,18
ebyw245529080,16,4.7,26.90294,75.793007,26.99294,75.883007,2022-03-27,19:15:00,19:30:00,Nublado,Congestion,Motocicleta,Metropolitano,Libros,185
vlga328100075,12,4.9,18.539299,73.897902,18.629299,73.987902,2022-03-27,23:15:00,23:30:00,,Bajo,Scooter,Metropolitano,,100
hleg421440611,9,4.6,23.214294,77.435361,23.264294,77.485361,2022-02-17,19:50:00,20:00:00,Lluvioso,Congestion,Motocicleta,Metropolitano,Libros,155
arsz464843014,12,4.7,0.0,0.0,0.07,0.07,2022-04-02,22:20:00,22:35:00,Tormenta,Bajo,Motocicleta,Metropolitano,Cosméticos,110
emrr201950815,13,4.8,23.354422,85.3329,23.464422,85.4429,2022-03-14,22:55:00,23:05:00,Lluvioso,Bajo,Motocicleta,Urbano,Juguetes,105
mnym599094238,8,3.9,22.761226,75.887522,22.831226,75.957521,2022-03-02,20:55:00,21:05:00,,Congestion,Scooter,Metropolitano,Cosméticos,205
ermb760444705,12,4.6,19.055831,72.833984,19.135831,72.913984,2022-04-02,20:40:00,20:55:00,Nublado,Congestion,Motocicleta,Metropolitano,,205
ybte525315798,13,4.7,11.003669,76.976494,11.033669,77.006494,2022-03-19,21:00:00,21:15:00,,Congestion,Motocicleta,Metropolitano,,21
vzot991353075,10,4.0,23.357804,85.325146,23.377804,85.345146,2022-03-09,09:15:00,09:30:00,Tormenta,Bajo,Motocicleta,Metropolitano,Cosméticos,165
dhev987075905,10,4.8,26.846156,75.8023,26.896156,75.8523,2022-03-15,22:50:00,23:00:00,Soleado,Bajo,,Metropolitano,,55
mgeb383371672,8,5.0,26.846156,75.8023,26.916156,75.8723,2022-03-14,17:35:00,17:45:00,,Medio,Motocicleta,Metropolitano,,205
rjlc354628588,9,4.9,22.515082,88.36783,22.525082,88.37783,2022-02-11,11:30:00,11:35:00,,Alto,,Metropolitano,,140
qbir741861103,13,4.8,0.0,0.0,0.01,0.01,2022-02-17,08:55:00,09:05:00,Lluvioso,Bajo,Scooter,Urbano,,55
cexf303393992,17,4.8,12.98041,77.640489,13.03041,77.690489,2022-03-09,17:45:00,17:55:00,Tormenta,Medio,Motocicleta,Metropolitano,,135
aevh121199077,10,4.6,18.927584,72.832585,18.997584,72.902585,2022-03-29,20:10:00,20:25:00,,Congestion,Motocicleta,Metropolitano,,36
ovpv313463308,15,4.8,10.020683,76.310631,10.030683,76.320631,2022-02-11,09:40:00,09:45:00,,Bajo,Scooter,Metropolitano,Cosméticos,75
mywp250803080,10,4.7,18.536718,73.830327,18.586718,73.880327,2022-04-01,19:20:00,19:25:00,Tormenta,Congestion,Scooter,Metropolitano,Deportes,150
rgko989190797,10,4.1,25.454697,81.834492,25.504697,81.884492,2022-02-13,18:10:00,18:20:00,Lluvioso,Medio,Motocicleta,Metropolitano,,165
wrcr083246017,12,4.8,13.029198,77.570997,13.059198,77.600997,2022-04-01,18:00:00,18:15:00,,Medio,Motocicleta,Metropolitano,,85
lwvz990739910,16,4.3,18.569156,73.774723,18.579156,73.784723,2022-03-13,09:20:00,09:30:00,Lluvioso,Bajo,Motocicleta,Metropolitano,,135
liiv859791787,15,4.6,13.045479,80.23311,13.095479,80.28311,2022-03-21,19:45:00,20:00:00,Soleado,Congestion,,Urbano,,80
ytiv942405192,9,3.6,9.988483,76.295211,10.098483,76.405211,2022-02-12,20:15:00,20:30:00,Tormenta,Congestion,Scooter,Urbano,,155
wblr113425366,9,4.5,9.985497,76.276999,10.115497,76.406999,2022-02-18,23:45:00,00:00:00,,Bajo,Motocicleta,Metropolitano,Cosméticos,175
frbh750672995,12,3.5,10.994136,76.963303,11.084136,77.053303,2022-03-16,18:45:00,19:00:00,,Medio,Scooter,Metropolitano,,190
whys499166077,9,4.8,18.554382,73.798206,18.684382,73.928206,2022-03-04,18:30:00,18:45:00,Soleado,Medio,Scooter,Metropolitano,,130
amgh950841121,17,4.5,26.891191,75.802083,26.941191,75.852083,2022-03-17,17:10:00,17:25:00,Tormenta,Medio,Motocicleta,Metropolitano,,125
izzl877034693,9,4.7,23.351489,85.324253,23.441489,85.414253,2022-03-31,19:30:00,19:40:00,,Congestion,Scooter,Urbano,,190
dblf441738927,17,5.0,0.0,0.0,0.02,0.02,2022-04-03,08:45:00,08:50:00,Soleado,Bajo,Scooter,Metropolitano,Ropa,115
dgtk904099518,10,4.8,21.17106,72.789292,21.22106,72.839292,2022-03-26,20:55:00,21:00:00,Lluvioso,Congestion,Motocicleta,Metropolitano,,26
rioo339768538,16,4.7,12.939496,77.625999,12.949496,77.635999,2022-04-05,10:35:00,10:50:00,Soleado,Bajo,Motocicleta,Urbano,,55
fwdd464246777,12,4.7,12.323994,76.626167,12.373994,76.676167,2022-03-21,21:55:00,22:10:00,Tormenta,Congestion,Motocicleta,Urbano,,130
jxpx230712251,12,4.6,13.054347,80.257221,13.084347,80.287221,2022-03-17,17:45:00,17:55:00,Soleado,Medio,Motocicleta,Metropolitano,,125
pjha967239316,13,4.7,12.337928,76.617889,12.407928,76.687889,2022-04-02,22:00:00,22:05:00,Nublado,Congestion,Motocicleta,Metropolitano,Libros,205
trgo823896666,8,3.7,11.016298,76.972076,11.146298,77.102076,2022-03-02,19:55:00,20:00:00,,Congestion,Scooter,Metropolitano,,41
oyiz385884654,16,4.7,22.310526,73.170937,22.370526,73.230937,2022-03-30,23:15:00,23:20:00,Soleado,Bajo,,Metropolitano,,90
nqnt408684108,13,4.6,19.875522,75.367127,19.925522,75.417127,2022-02-17,22:10:00,22:20:00,Lluvioso,Bajo,Scooter,Metropolitano,Electrónicos,65
dyul555137824,9,4.6,0.0,0.0,0.05,0.05,2022-02-17,18:55:00,19:10:00,,Medio,Motocicleta,Urbano,Ropa,190
vcyr025251169,12,4.6,11.003681,76.975525,11.083681,77.055525,2022-03-16,22:00:00,22:10:00,,Congestion,Scooter,Urbano,,245
iwrb742571273,12,4.7,-30.885915,75.788259,30.945915,75.848259,2022-02-15,19:30:00,19:45:00,Nublado,Congestion,Motocicleta,Metropolitano,,150
ifyw429648134,8,4.1,23.355164,85.324097,23.465164,85.434097,2022-03-20,20:10:00,20:15:00,,Congestion,Motocicleta,Metropolitano,Cosméticos,175
vjle089510086,17,5.0,19.055831,72.833984,19.065831,72.843984,2022-04-03,11:15:00,11:20:00,Tormenta,Alto,Motocicleta,Metropolitano,,150
dpuf563272492,13,4.9,17.428294,78.404423,17.438294,78.414423,2022-03-01,10:00:00,10:10:00,Soleado,Bajo,Motocicleta,Metropolitano,,95
uhha786273101,8,4.9,10.035573,76.336958,10.045573,76.346958,2022-02-15,11:35:00,11:40:00,,Alto,Scooter,Metropolitano,,190
klyj023071874,17,4.5,30.899584,75.809346,30.909584,75.819346,2022-02-17,10:00:00,10:05:00,Tormenta,Bajo,Scooter,Urbano,Cosméticos,55
cadv789384507,15,4.9,12.323194,76.630583,12.453194,76.760583,2022-03-16,21:55:00,22:05:00,Soleado,Congestion,Motocicleta,Metropolitano,,80
clrg353537076,11,5.0,12.297954,76.665169,12.307954,76.675169,2022-04-05,09:50:00,09:55:00,,Bajo,Motocicleta,Metropolitano,,140
bkxx489562376,9,4.1,12.975996,80.221898,13.065996,80.311898,2022-03-23,18:35:00,18:40:00,Nublado,Medio,Scooter,Metropolitano,,165
yhzh931381634,11,5.0,19.1093,72.825451,19.1893,72.905451,2022-03-02,23:30:00,23:35:00,Lluvioso,Bajo,Motocicleta,Metropolitano,,115
jbas216596334,13,4.6,11.021278,76.995017,11.131278,77.105017,2022-03-23,00:00:00,00:05:00,Nublado,Bajo,Motocicleta,Metropolitano,Electrónicos,100
wlyd882099485,9,4.4,26.914142,75.805704,27.054142,75.945704,2022-03-14,18:25:00,18:40:00,,Medio,Scooter,Metropolitano,,170
flfy847075256,16,4.8,18.554382,73.798206,18.644382,73.888206,2022-03-23,19:35:00,19:50:00,Nublado,Congestion,Motocicleta,Metropolitano,Ropa,205
iszl488617760,15,4.7,12.934179,77.615797,12.944179,77.625797,2022-03-13,09:35:00,09:40:00,,Bajo,Motocicleta,Urbano,,55
dbyl071409679,8,4.4,30.366322,78.070453,30.456322,78.160453,2022-02-16,21:10:00,21:15:00,Tormenta,Congestion,Scooter,Metropolitano,,175
pvxf103210713,11,4.8,18.55144,73.804855,18.59144,73.844855,2022-03-07,16:15:00,16:25:00,,Medio,,Metropolitano,Deportes,75
dels616248747,11,4.0,0.0,0.0,0.08,0.08,2022-02-12,23:35:00,23:50:00,Nublado,Bajo,Motocicleta,Urbano,,175
imnx954838059,17,3.2,22.308096,73.167753,22.388096,73.247753,2022-03-06,23:20:00,23:30:00,Soleado,Bajo,Scooter,Metropolitano,Ropa,210
gegi411420871,17,4.9,0.0,0.0,0.09,0.09,2022-03-16,18:15:00,18:20:00,,Medio,Motocicleta,Metropolitano,,115
mxmz991714626,17,4.5,21.149569,72.772697,21.279569,72.902697,2022-03-12,18:40:00,18:50:00,Tormenta,Medio,Motocicleta,Urbano,Libros,120
pqkn768825898,14,4.5,12.935662,77.61413,13.005662,77.68413,2022-03-02,19:20:00,19:30:00,Nublado,Congestion,Motocicleta,Metropolitano,,215
bxoi380263099,8,3.5,18.563934,73.915367,18.693935,74.045367,2022-03-10,23:25:00,23:35:00,Nublado,Bajo,Scooter,Metropolitano,Juguetes,175
bkjb777500561,17,4.5,0.0,0.0,0.05,0.05,2022-02-13,21:45:00,21:50:00,Tormenta,Congestion,Scooter,Metropolitano,,120
rgwf743111224,15,4.2,12.934179,77.615797,13.004179,77.685797,2022-03-14,20:10:00,20:15:00,Nublado,Congestion,Scooter,Urbano,,43
ctac199591737,14,4.8,11.006686,76.951736,11.076686,77.021736,2022-03-12,20:35:00,20:45:00,,Congestion,,Metropolitano,Cosméticos,150
dnnl731928453,16,4.9,22.745049,75.892471,22.855049,76.002471,2022-03-06,18:25:00,18:30:00,Tormenta,Medio,,Metropolitano,,145
noir426117438,15,5.0,22.753659,75.903365,22.823659,75.973365,2022-03-29,21:55:00,22:00:00,Tormenta,Congestion,Motocicleta,Metropolitano,,150
ynjq484341844,7,4.7,30.335259,78.053162,30.395259,78.113162,2022-02-17,20:45:00,20:55:00,Tormenta,Congestion,,Metropolitano,,140
dhjk593597775,14,4.3,19.121999,72.908493,19.131999,72.918493,2022-04-05,10:40:00,10:55:00,Tormenta,Bajo,Motocicleta,Metropolitano,Ropa,125
mgmo287954918,15,4.9,22.728163,75.884212,22.808163,75.964212,2022-03-08,18:35:00,18:50:00,,Medio,Scooter,Urbano,Deportes,75
rzsv676324402,13,4.5,26.892312,75.806896,26.962312,75.876896,2022-03-31,21:10:00,21:25:00,Tormenta,Congestion,Motocicleta,Urbano,,125
yhny889714972,14,4.5,23.235123,77.398886,23.275123,77.438886,2022-02-11,12:40:00,12:45:00,Lluvioso,Alto,Motocicleta,Metropolitano,Cosméticos,120
qfhf051178866,13,4.7,21.157735,72.768778,21.217735,72.828778,2022-03-09,23:45:00,23:55:00,,Bajo,Scooter,Urbano,,75
iwgz350984969,16,5.0,12.975377,77.696664,13.035377,77.756664,2022-03-11,23:50:00,00:00:00,Lluvioso,Bajo,Motocicleta,Urbano,Electrónicos,95
zwhn495668766,15,4.5,21.186438,72.794115,21.196438,72.804115,2022-03-07,09:30:00,09:35:00,Nublado,Bajo,Motocicleta,Metropolitano,Libros,95
xkal637280153,11,4.9,19.121999,72.908493,19.191999,72.978493,2022-03-29,23:50:00,00:00:00,Soleado,Bajo,,Metropolitano,Electrónicos,85
twvo466835458,16,4.7,13.054347,80.257221,13.064347,80.267221,2022-03-21,09:10:00,09:20:00,Nublado,Bajo,Motocicleta,Urbano,Electrónicos,100
cqcw728343857,15,4.7,19.131141,72.813074,19.151141,72.833074,2022-03-01,10:55:00,11:00:00,,Bajo,Scooter,Metropolitano,,90
fjwn299702663,17,4.5,18.994049,72.825203,19.024049,72.855203,2022-03-05,17:35:00,17:50:00,Lluvioso,Medio,Scooter,Metropolitano,Juguetes,145
yrcq500204184,17,4.9,13.022394,80.242439,13.082394,80.302439,2022-03-17,18:50:00,19:00:00,,Medio,Scooter,Metropolitano,Libros,130
syhd215797330,10,4.5,22.761226,75.887522,22.841226,75.967522,2022-04-02,23:20:00,23:25:00,,Bajo,Motocicleta,Metropolitano,,175
lupq818963202,10,4.8,17.483216,78.552111,17.503216,78.572111,2022-04-01,11:30:00,11:45:00,Soleado,Alto,Motocicleta,Metropolitano,Electrónicos,105
faro898931902,9,4.2,22.753839,75.897429,22.883838,76.027429,2022-03-16,23:45:00,00:00:00,Nublado,Bajo,Scooter,Metropolitano,Deportes,185
zqxg623119765,8,4.5,0.0,0.0,0.11,0.11,2022-04-04,20:50:00,21:00:00,Tormenta,Congestion,Scooter,Metropolitano,,180
tkal749324930,8,3.8,18.536562,73.896485,18.616562,73.976485,2022-03-04,19:40:00,19:55:00,Lluvioso,Congestion,Scooter,Metropolitano,,205
xqtr036106841,11,4.7,0.0,0.0,0.06,0.06,2022-03-17,17:25:00,17:40:00,Soleado,Medio,,Metropolitano,,110
mavu758226963,11,4.7,17.430448,78.418213,17.460448,78.448213,2022-03-24,23:25:00,23:30:00,Nublado,Bajo,Scooter,Metropolitano,,90
npnf147733784,17,4.6,25.451646,81.832796,25.521646,81.902796,2022-02-18,22:50:00,23:05:00,,Bajo,Scooter,Urbano,,105
xxso018584209,11,4.7,23.211529,77.419399,23.241529,77.449399,2022-02-11,20:20:00,20:25:00,Tormenta,Congestion,Scooter,Metropolitano,,150
zzpb375037505,9,4.7,19.12663,72.829976,19.14663,72.849976,2022-03-11,09:15:00,09:20:00,Soleado,Bajo,Scooter,Urbano,,55
gnag709279555,15,4.7,0.0,0.0,0.13,0.13,2022-02-14,20:50:00,20:55:00,Tormenta,Congestion,Scooter,Metropolitano,Deportes,140
nxrj568652776,17,4.8,12.934365,77.616155,12.944365,77.626155,2022-03-03,10:45:00,11:00:00,Nublado,Bajo,Motocicleta,Metropolitano,,24
jsna718265884,13,4.7,-22.53796,88.349843,22.60796,88.419843,2022-02-14,19:20:00,19:30:00,Tormenta,Congestion,Scooter,Metropolitano,Libros,125
ugzg714619732,14,4.9,12.933298,77.614293,12.973298,77.654293,2022-03-11,13:30:00,13:45:00,Nublado,Alto,,Metropolitano,Libros,110
bstr289972744,13,4.6,13.026279,80.174568,13.066279,80.214568,2022-03-13,14:10:00,14:15:00,Nublado,Alto,Motocicleta,Metropolitano,Libros,160
kvry471667682,10,4.5,13.045479,80.23311,13.095479,80.28311,2022-03-28,17:50:00,18:05:00,Lluvioso,Medio,Motocicleta,Metropolitano,,135
pqzh242763617,16,4.8,23.354422,85.3329,23.434422,85.4129,2022-03-02,19:20:00,19:30:00,Tormenta,Congestion,Motocicleta,Metropolitano,,105
ekjh891800289,10,4.7,18.516216,73.842527,18.596216,73.922527,2022-04-04,23:00:00,23:10:00,,Bajo,Motocicleta,Metropolitano,,36
zipf682806682,9,4.9,18.536562,73.896485,18.576562,73.936485,2022-03-07,15:50:00,15:55:00,Lluvioso,Medio,Motocicleta,Urbano,,29
jfal775507292,10,4.6,11.026117,76.944652,11.076117,76.994652,2022-04-03,18:50:00,19:05:00,Nublado,Medio,Motocicleta,Metropolitano,,140
swnz723914335,9,4.7,22.745536,75.893106,22.795536,75.943106,2022-03-09,22:55:00,23:05:00,Nublado,Bajo,Motocicleta,Metropolitano,Electrónicos,75
howm311823972,15,4.7,17.451976,78.385883,17.501976,78.435883,2022-03-07,19:40:00,19:55:00,,Congestion,Motocicleta,Metropolitano,Libros,105
bguq961758853,10,4.2,26.90294,75.793007,27.03294,75.923007,2022-03-25,18:25:00,18:30:00,Lluvioso,Medio,,Urbano,,155
qmfo740259655,12,4.6,27.163303,78.057044,27.193303,78.087044,2022-02-13,17:10:00,17:20:00,Tormenta,Medio,Motocicleta,Metropolitano,Libros,85
ppqq173681293,17,4.4,11.021278,76.995017,11.071278,77.045017,2022-03-30,23:30:00,23:40:00,,Bajo,Motocicleta,Metropolitano,,80
stup716975074,13,4.8,17.433809,78.386744,17.443809,78.396744,2022-03-19,10:00:00,10:10:00,Tormenta,Bajo,Motocicleta,Metropolitano,,90
aykg167786390,15,5.0,12.939496,77.625999,13.019496,77.705999,2022-03-08,23:50:00,00:05:00,Soleado,Bajo,,Urbano,Ropa,135
tjwx473238622,11,3.2,30.905562,75.832841,31.045562,75.972841,2022-02-16,23:35:00,23:40:00,Soleado,Bajo,Motocicleta,Metropolitano,Deportes,165
lnsc784424929,15,4.6,25.454648,81.834502,25.494648,81.874502,2022-02-15,12:25:00,12:40:00,,Alto,Motocicleta,Metropolitano,Deportes,130
vurr178088914,14,4.7,21.157729,72.768726,21.167729,72.778726,2022-03-26,08:15:00,08:30:00,Lluvioso,Bajo,,Urbano,,50
qfhh469246592,11,4.3,18.530963,73.828972,18.600963,73.898972,2022-04-04,21:50:00,22:05:00,Nublado,Congestion,Scooter,Metropolitano,Juguetes,180
afwb540962061,11,4.3,22.32,73.17,22.38,73.23,2022-03-11,22:40:00,22:45:00,Lluvioso,Bajo,Motocicleta,Metropolitano,Ropa,155
vtpn094658314,16,4.8,26.891191,75.802083,26.941191,75.852083,2022-03-09,17:15:00,17:25:00,,Medio,,Metropolitano,Cosméticos,80
lbks725663047,14,4.2,17.410371,78.437225,17.460371,78.487225,2022-03-05,22:30:00,22:45:00,,Bajo,Motocicleta,Metropolitano,Ropa,80
sudy071005925,17,4.5,21.17106,72.789292,21.28106,72.899292,2022-03-16,21:40:00,21:45:00,Lluvioso,Congestion,Motocicleta,Metropolitano,,95
tqbq416188034,11,4.7,21.175104,72.804342,21.185104,72.814342,2022-03-07,12:00:00,12:15:00,Tormenta,Alto,Scooter,Metropolitano,,140
goek051823567,16,4.7,26.902328,75.794257,27.012328,75.904257,2022-04-06,20:00:00,20:15:00,Lluvioso,Congestion,Motocicleta,Metropolitano,Deportes,140
ricn161801770,7,4.4,12.933284,77.615428,13.063284,77.745428,2022-03-08,20:45:00,20:55:00,Tormenta,Congestion,Scooter,Metropolitano,Ropa,165
oiqv043551989,7,3.9,18.636215,73.751081,18.726215,73.841081,2022-03-10,20:45:00,21:00:00,Soleado,Congestion,Motocicleta,Metropolitano,Electrónicos,165
dncc496646545,16,4.7,12.972532,77.608179,13.012532,77.648179,2022-03-09,13:30:00,13:35:00,Lluvioso,Alto,Motocicleta,Urbano,,120
znax018066976,12,4.9,25.449872,81.836167,25.479872,81.866167,2022-02-15,21:15:00,21:25:00,Soleado,Congestion,Motocicleta,Metropolitano,Cosméticos,55
tysy933055550,9,4.8,22.745049,75.892471,22.795049,75.942471,2022-03-17,17:55:00,18:05:00,Nublado,Medio,Motocicleta,Metropolitano,,150
zwtx882797949,8,4.4,18.569156,73.774723,18.649156,73.854723,2022-03-31,19:10:00,19:20:00,,Congestion,Scooter,Metropolitano,,180
lkei028811581,9,4.7,22.732225,75.874765,22.812225,75.954765,2022-03-27,21:45:00,21:50:00,,Congestion,Scooter,Urbano,,210
efku184795963,16,5.0,17.428294,78.404423,17.488294,78.464423,2022-03-07,17:55:00,18:05:00,,Medio,Scooter,Urbano,,90
jzjb608804495,16,4.2,21.160522,72.771477,21.210522,72.821477,2022-03-17,23:25:00,23:35:00,Lluvioso,Bajo,Motocicleta,Urbano,,110
dcxy075320033,12,4.9,19.091458,72.827808,19.161458,72.897808,2022-03-25,19:25:00,19:40:00,Nublado,Congestion,Motocicleta,Metropolitano,,225
qcdj126548977,11,4.7,22.751857,75.866699,22.811857,75.926699,2022-03-07,22:10:00,22:15:00,,Bajo,Scooter,Metropolitano,,95
yakm814054472,17,4.1,22.310526,73.170937,22.400526,73.260937,2022-03-20,21:20:00,21:25:00,,Congestion,Motocicleta,Urbano,,185
enfz731622474,17,4.9,0.0,0.0,0.11,0.11,2022-02-18,20:45:00,21:00:00,,Congestion,,Metropolitano,,120
zbqu698992335,10,4.5,27.161661,78.011544,27.291661,78.141544,2022-02-16,23:15:00,23:25:00,Lluvioso,Bajo,Motocicleta,Metropolitano,Deportes,110
qqzh831445334,9,4.6,18.554382,73.798206,18.634382,73.878206,2022-04-04,23:45:00,23:55:00,Lluvioso,Bajo,Motocicleta,,,120
phqy071700389,11,4.1,21.186608,72.794136,21.206608,72.814136,2022-03-30,11:35:00,11:40:00,Nublado,Alto,Scooter,Metropolitano,Electrónicos,190
fmja586453295,8,3.7,13.045479,80.23311,13.175479,80.36311,2022-03-02,22:50:00,23:05:00,Nublado,Bajo,Scooter,Urbano,Cosméticos,155
dvlh130754771,17,4.9,22.539129,88.365507,22.579129,88.405507,2022-02-13,14:50:00,14:55:00,,Alto,Scooter,Metropolitano,Cosméticos,125
khtv729467609,14,4.8,12.934365,77.616155,13.064365,77.746155,2022-04-02,18:35:00,18:45:00,Tormenta,Medio,Scooter,Metropolitano,Deportes,105
ztkl117866178,16,4.8,26.846156,75.8023,26.936156,75.8923,2022-03-10,23:45:00,23:55:00,,Bajo,Scooter,Metropolitano,Electrónicos,135
ahyp500038106,10,4.8,21.185047,72.80859,21.215047,72.83859,2022-03-19,22:45:00,22:55:00,,Bajo,Scooter,Metropolitano,,125
gebh256532548,15,4.7,17.451976,78.385883,17.471976,78.405883,2022-03-15,10:15:00,10:20:00,Soleado,Bajo,Motocicleta,Metropolitano,Ropa,65
ptjs910821688,8,4.7,18.536718,73.830327,18.646718,73.940327,2022-03-25,23:25:00,23:40:00,,Bajo,Scooter,Metropolitano,Juguetes,80
cuaz852537354,9,4.5,18.994237,72.825553,19.084237,72.915553,2022-03-08,18:45:00,19:00:00,,Medio,Scooter,Metropolitano,Deportes,145
fngt500076766,15,4.6,22.744648,75.894377,22.854648,76.004377,2022-03-06,22:30:00,22:40:00,,Bajo,Motocicleta,Metropolitano,,22
rnnl532717811,17,4.9,18.592718,73.773572,18.612718,73.793572,2022-03-15,09:35:00,09:45:00,Nublado,Bajo,Scooter,Urbano,Electrónicos,80
nmgo751746114,9,4.7,30.899992,75.831338,30.979992,75.911338,2022-02-12,19:00:00,19:05:00,Tormenta,Medio,,Metropolitano,Cosméticos,135
yedm870191490,13,4.6,22.569358,88.433452,22.629358,88.493452,2022-02-13,18:30:00,18:35:00,,Medio,Motocicleta,Metropolitano,Electrónicos,90
gzsz846992802,15,4.8,0.0,0.0,0.08,0.08,2022-02-14,19:55:00,20:00:00,Lluvioso,Congestion,Scooter,Metropolitano,Juguetes,135
ifsy746640300,8,4.9,12.972532,77.608179,13.082532,77.718179,2022-03-02,23:45:00,23:50:00,Nublado,Bajo,Scooter,Metropolitano,,30
wttm112242494,13,4.8,26.849596,75.800512,26.899596,75.850512,2022-03-05,21:00:00,21:15:00,Soleado,Congestion,Scooter,Urbano,,75
knbi333416030,8,4.6,23.353783,85.326967,23.433783,85.406967,2022-03-18,20:45:00,20:55:00,Soleado,Congestion,Motocicleta,Urbano,,22
skml974760130,8,4.6,22.725835,75.887648,22.775835,75.937648,2022-03-13,20:35:00,20:40:00,,Congestion,,Metropolitano,,130
mkzl194353374,10,4.5,11.021278,76.995017,11.131278,77.105017,2022-03-18,23:35:00,23:50:00,Nublado,Bajo,Scooter,Metropolitano,,130
qcxw057914600,10,4.8,21.160437,72.774209,21.270437,72.884209,2022-04-04,21:45:00,22:00:00,Nublado,Congestion,Scooter,Urbano,,215
xdru034718838,9,3.6,13.054347,80.257221,13.164347,80.367221,2022-03-27,17:40:00,17:55:00,,Medio,Scooter,Metropolitano,Ropa,190
